index,type,operation,amount,balance,bank,k_symbol
685,ISSUE,TRANSFER TO ACCOUNT,11553.0,64197.0,AB,SIPO
762,ISSUE,TRANSFER TO ACCOUNT,11179.0,64636.0,AB,SIPO
1058,ISSUE,TRANSFER FROM ACCOUNT,42682.0,45299.0,YZ,unknown
1055,ISSUE,TRANSFER FROM ACCOUNT,42647.0,45549.0,YZ,unknown
1057,ISSUE,TRANSFER FROM ACCOUNT,42653.0,45398.0,YZ,unknown
1024,CREDIT,TRANSFER FROM ACCOUNT,5761.0,98995.0,IJ,UVER
1034,CREDIT,TRANSFER FROM ACCOUNT,5979.0,98637.0,IJ,UVER
1021,CREDIT,TRANSFER FROM ACCOUNT,5929.0,96438.0,IJ,UVER
1014,ISSUE,TRANSFER TO ACCOUNT,39374.0,44388.0,KL,SIPO
1008,ISSUE,TRANSFER TO ACCOUNT,39549.0,46647.0,IJ,DUCHO
1069,ISSUE,TRANSFER TO ACCOUNT,5822.597206733992,62045.590458489365,IJ,POJISTNE
985,ISSUE,TRANSFER TO ACCOUNT,9978.0,46099.0,IJ,SIPO
218,ISSUE,TRANSFER TO ACCOUNT,8545.0,50931.0,EF,DUCHOD
1067,ISSUE,TRANSFER TO ACCOUNT,6845.1435881684265,73221.09299178424,IJ,POJISTNE
549,ISSUE,TRANSFER TO ACCOUNT,6437.0,26449.0,IJ,DUCHOD
1062,ISSUE,TRANSFER TO ACCOUNT,6233.081651046119,72276.58572694683,EF,POJISTNE
1068,ISSUE,TRANSFER TO ACCOUNT,6578.8460797376365,72674.37449225073,IJ,POJISTNE
1066,ISSUE,TRANSFER TO ACCOUNT,6933.063023709989,72053.4402505591,IJ,POJISTNE
1065,ISSUE,TRANSFER TO ACCOUNT,5024.065138311027,67199.46719688017,EF,POJISTNE
1060,ISSUE,TRANSFER TO ACCOUNT,5058.6675562946375,73423.86672078575,EF,POJISTNE
1061,ISSUE,TRANSFER TO ACCOUNT,5841.963558963834,71610.4295617998,EF,POJISTNE
1063,ISSUE,TRANSFER TO ACCOUNT,5834.828367191765,69643.41855349843,EF,POJISTNE
1064,ISSUE,TRANSFER TO ACCOUNT,5058.329730172149,71473.53912446172,EF,POJISTNE
1043,ISSUE,TRANSFER TO ACCOUNT,42888.0,47749.0,YZ,DUCHO
1049,ISSUE,TRANSFER TO ACCOUNT,42797.0,48508.0,YZ,DUCHO
214,ISSUE,TRANSFER TO ACCOUNT,6025.0,42814.0,EF,DUCHOD
1046,ISSUE,TRANSFER TO ACCOUNT,42638.0,47963.0,YZ,DUCHO
1048,ISSUE,TRANSFER TO ACCOUNT,42229.0,47381.0,YZ,DUCHO
1042,ISSUE,TRANSFER TO ACCOUNT,42354.0,46459.0,YZ,DUCHO
1045,ISSUE,TRANSFER TO ACCOUNT,42655.0,44209.0,YZ,DUCHO
1044,ISSUE,TRANSFER TO ACCOUNT,42728.0,46866.0,YZ,DUCHO
1018,ISSUE,TRANSFER TO ACCOUNT,39306.0,48202.0,KL,unknown
1013,ISSUE,TRANSFER TO ACCOUNT,39390.0,45038.0,KL,unknown
72,ISSUE,TRANSFER TO ACCOUNT,5315.0,28720.0,EF,DUCHOD
898,ISSUE,TRANSFER TO ACCOUNT,1.0,7717.0,AB,SIPO
1022,CREDIT,TRANSFER FROM ACCOUNT,5796.0,97298.0,QR,UVER
136,ISSUE,TRANSFER TO ACCOUNT,11172.0,81934.0,AB,unknown
1027,CREDIT,TRANSFER FROM ACCOUNT,5706.0,96537.0,QR,UVER
1011,ISSUE,TRANSFER TO ACCOUNT,39331.0,47020.0,ST,unknown
1025,CREDIT,TRANSFER FROM ACCOUNT,5979.0,94679.0,OP,UVER
216,ISSUE,TRANSFER TO ACCOUNT,1.0,22900.0,AB,unknown
1020,CREDIT,TRANSFER FROM ACCOUNT,6000.0,99552.0,OP,UVER
